Lionel Messi,FC Barcelona | Liga BBVA,RW,94
Juan Ramírez,Colorado Rapids | MLS,LM,69
Jeremy Toljan,1899 Hoffenheim | Bundesliga,LB,69
Érick Moreno,SC Braga | Primeira Liga,ST,69
Juan Villota,La Equidad | Liga Postobón,CAM,69
Lewis Ochoa,Millonarios FC | Liga Postobón,RB,69
Marlon Piedrahita,Once Caldas | Liga Postobón,RB,69
Jorge Aguirre,Junior FC | Liga Postobón,CAM,69
Fábio Rodríguez,Águilas Doradas | Liga Postobón,LB,69
Javier López,Águilas Doradas | Liga Postobón,CB,69
César Valenzuela,CD Palestino | Camp. Scotiabank,CAM,69
Felipe Campos,CD Palestino | Camp. Scotiabank,RB,69
Alejandro Contreras,CD Palestino | Camp. Scotiabank,CB,69
Albert Acevedo,CD O&#39;Higgins | Camp. Scotiabank,CB,69
Danovis Banguero,Deportes Tolima | Liga Postobón,LB,69
Jefferson Cuero,Monarcas | LIGA Bancomer MX,ST,69
Vladimir Hernández,Junior FC | Liga Postobón,CAM,69
Diego Amaya,Atlético Huila | Liga Postobón,CB,69
Luis Pavez,Colo-Colo | Camp. Scotiabank,LB,69
Alejandro López,CD Cobresal | Camp. Scotiabank,LB,69
Mathías Riquero,Depor. Iquique | Camp. Scotiabank,CDM,69
Cleider Alzáte,Águilas Doradas | Liga Postobón,CAM,69
Sergio Romero,Millonarios FC | Liga Postobón,ST,69
Germán Centurión,Cúcuta Deportivo | None,CB,69
Jonathan Lopera,Once Caldas | Liga Postobón,CB,69
Alcatraz,Atl. Nacional | Liga Postobón,RB,69
Éver Cantero,CD Cobresal | Camp. Scotiabank,ST,69
Matheus Uribe,Deportes Tolima | Liga Postobón,CDM,69
Diego Peralta,Atl. Nacional | Liga Postobón,CB,69
Jefferson Lerma,Levante UD | Liga BBVA,CDM,69
Diego Rodríguez,Independiente | Primera División,CM,69
Luis Valenzuela,CD Cobresal | Camp. Scotiabank,CAM,69
Hervin Ongenda,PSG | Ligue 1,LW,69
Martín Nervo,Huracán | None,CB,69
Kingsley Coman,Juventus | Serie A,ST,69
Brayan Perea,ES Troyes | Ligue 2,ST,69
Stefan Lex,FC Ingolstadt | 2. Bundesliga,RW,69
Yuji Ono,Sint-Truiden | None,CAM,69
Kekuta Manneh,Whitecaps FC | MLS,LM,69
Rafinha,Daejeon Citizen | None,ST,69
Nahuel Zárate,Godoy Cruz | Primera División,LB,69
Dillon Powers,Colorado Rapids | MLS,CAM,69
Fernando Aristeguieta,Philadelphia | MLS,ST,69
Diego Llorente,Rayo Vallecano | Liga BBVA,CB,69
Carlos Ascues,VfL Wolfsburg | Bundesliga,CDM,69
Robin Ramírez,Deportes Tolima | Liga Postobón,ST,69
Clinton N&#39;Jié,Spurs | Barclays PL,ST,69
Richairo Živković,Willem II | Eredivisie,ST,69
Leonel Galeano,Godoy Cruz | Primera División,CB,69
Philipp Max,FC Augsburg | Bundesliga,LB,69
Adrian Popa,NG - FA | Free Agents League,RM,69
Andrey Semenov,Terek Grozny | Russian League,CB,69
Gilberto,Fiorentina | Serie A,RB,69
Luiz Phellype,Estoril-Praia | Primeira Liga,ST,69
Ousmane Viera,Çaykur Rizespor | Süper Lig,CB,69
Lehlogonolo Masalesa,Orlando Pirates | South African FL,CM,69
Lucas Domínguez,CD Palestino | Camp. Scotiabank,CB,69
Martín Pérez Guedes,Quilmes | Primera División,LM,69
Valentino Lazaro,RB Salzburg | A. Bundesliga,RM,69
Lévy Madinda,Celta Vigo | Liga BBVA,CM,69
Opa N&#39;Guette,Valenciennes FC | Ligue 2,RM,69
Vincent Laurini,Empoli | Serie A,RB,69
Lucas João,Sheffield Wed | FL Championship,ST,69
Alvin Arrondel,Vit. Guimarães | Primeira Liga,RB,69
Dimitris Diamantakos,Karlsruher SC | 2. Bundesliga,ST,69
Santiago Tréllez,Sarandí | Primera División,ST,69
Patrick Ziegler,1. FC K&#39;lautern | 2. Bundesliga,CDM,69
Tomasz Kędziora,Lech Poznań | Ekstraklasa,RB,69
Waleed Bakshween,Al-Ahli | ALJ League,CDM,69
Timo Letschert,FC Utrecht | Eredivisie,CB,69
Siebe Schrijvers,KRC Genk | Pro League,CF,69
Andrés Cadavid,Millonarios FC | Liga Postobón,CB,69
Hussain Al Mogahwi,Al-Ahli | ALJ League,CAM,69
Hamdan Al Hamdan,Al-Fateh | ALJ League,RM,69
Queensy Menig,PEC Zwolle | Eredivisie,LW,69
Takafumi Akahoshi,Pogoń Szczecin | Ekstraklasa,CAM,69
Bruninho,FC Nordsjælland | Superliga,ST,69
Rodéric Filippi,GFC Ajaccio | Ligue 2,CB,69
Gerson Acevedo,FC Ural | Russian League,CM,69
Awadh Khrees,Al-Ittihad | ALJ League,RB,69
Sebastian Holmén,IF Elfsborg | Allsvenskan,CB,69
Shaya Sharahili,Al-Nassr | ALJ League,CDM,69
Nathan Aké,Watford | FL Championship,LB,69
Andrés Romero,Montreal Impact | MLS,RM,69
Julian Schauerte,F. Düsseldorf | 2. Bundesliga,RB,69
Tony Watt,Charlton Ath | FL Championship,ST,69
Filip Starzyński,Sport. Lokeren | Pro League,CAM,69
Axel Ngando,Stade Rennais | Ligue 1,CAM,69
Gustavo Campanharo,Evian Thonon FC | Ligue 1,CM,69
Stefano Beltrame,Vercelli | Serie B,LW,69
Željko Filipović,NG - FA | Free Agents League,CM,69
Marten de Roon,Atalanta | Serie A,CDM,69
Thomas Lam,PEC Zwolle | Eredivisie,CB,69
Abel Camará,Belenenses | Primeira Liga,ST,69
Albentosa,Málaga CF | Liga BBVA,CB,69
Lima,FC Arouca | Primeira Liga,LB,69
Raymon Gaddis,Philadelphia | MLS,RB,69
Pablo Nicolás Caballero,CD Lugo | Liga Adelante,ST,69
Emil Krafth,Bologna | Serie B,RB,69
John Lozano,Deportivo Cali | Liga Postobón,CB,69
Marcus Rohdén,IF Elfsborg | Allsvenskan,CM,69
Alhassan Kamara,Örebro SK | Allsvenskan,ST,69
Stefan Thesker,Greuther Fürth | 2. Bundesliga,CB,69
Jesse Lingard,Manchester Utd | Barclays PL,CAM,69
Luis Silva,Real Salt Lake | MLS,CAM,69
Yunis Abdelhamid,Valenciennes FC | Ligue 2,CB,69
William Pottker,SC Braga | Primeira Liga,RM,69
Muarem Muarem,Eskişehirspor | Süper Lig,CAM,69
Willard Katsande,Kaizer Chiefs | South African FL,CM,69
Cenk Şahin,Başakşehir | Süper Lig,LM,69
Bryan Verboom,Zulte-Waregem | Pro League,LB,69
Igor Vetokele,Charlton Ath | FL Championship,ST,69
Amin Younes,Ajax | Eredivisie,LW,69
Alessandro Longhi,Sassuolo | Serie A,LB,69
Moussa Kone,Cesena | Serie A,CM,69
Brahim Darri,Heracles Almelo | Eredivisie,LW,69
Benedikt Röcker,Greuther Fürth | 2. Bundesliga,CB,69
Cristian Ceballos,Charlton Ath | FL Championship,LW,69
Ricardo Dias,Belenenses | Primeira Liga,CDM,69
Jairo,PAOK | Hellas Liga,ST,69
Ondřej Petrák,1. FC Nuremberg | 2. Bundesliga,CB,69
Menno Koch,PSV | Eredivisie,CB,69
Charlie Taylor,Leeds United | FL Championship,LB,69
Alonso Escoboza,Santos Laguna | LIGA Bancomer MX,LW,69
Kenneth Otigba,sc Heerenveen | Eredivisie,CB,69
Josh Meekings,Inverness CT | Scottish Prem,CB,69
Hervías,Real Oviedo | None,RM,69
Cuco Martina,Southampton | Barclays PL,RB,69
Kevin Stöger,SC Paderborn | Bundesliga,LM,69
Patrick Bauer,Charlton Ath | FL Championship,CB,69
Raphael Holzhauser,FK Austria | A. Bundesliga,CM,69
Tom Beugelsdijk,ADO Den Haag | Eredivisie,CB,69
Paul Dummett,Newcastle Utd | Barclays PL,LB,69
Cristian Herrera,UD Almería | Liga BBVA,ST,69
Ruben Ligeon,Willem II | Eredivisie,RB,69
Pablo Infante,SD Ponferradina | Liga Adelante,LM,69
Ahmad Benali,Palermo | Serie A,CM,69
Leonardo Blanchard,Frosinone | Serie B,CB,69
Gaëtan Courtet,AJ Auxerre | Ligue 2,ST,69
Luigi Castaldo,Avellino | Serie B,ST,69
Alexandr Erokhin,FC Ural | Russian League,CAM,69
Alyaksandr Martynovich,FC Ural | Russian League,CB,69
Ognjen Vranješ,Gaziantepspor | Süper Lig,CB,69
Sammy Ameobi,Cardiff City | FL Championship,LM,69
Tommie Hoban,Watford | FL Championship,CB,69
Benjamin Kessel,Union Berlin | 2. Bundesliga,RB,69
Harry Maguire,Hull City | Barclays PL,CB,69
Nenê Bonilha,CD Nacional | Primeira Liga,CM,69
Han Kyo Won,Jeonbuk FC | K LEAGUE,RM,69
Lee Jong Ho,Jeonnam Dragons | K LEAGUE,ST,69
Gianluca Caprari,Pescara | Serie B,LW,69
Armando Zamorano,Monarcas | LIGA Bancomer MX,CM,69
James Tarkowski,Brentford | FL Championship,CB,69
Jota,Brentford | FL Championship,RM,69
Navarone Foor,NEC | None,CAM,69
Akaki Gogia,Brentford | FL Championship,LM,69
Joshua Gatt,Molde FK | Tippeligaen,RW,69
Abel Tamata,FC Groningen | Eredivisie,LB,69
Yu Hai,NG - FA | Free Agents League,LW,69
Will Bruin,Houston Dynamo | MLS,ST,69
Emil Bergström,Djurgårdens IF | Allsvenskan,CB,69
Ryo Miyaichi,FC St. Pauli | 2. Bundesliga,LW,69
Thomas Bruns,Heracles Almelo | Eredivisie,CM,69
Kim Ojo,KRC Genk | Pro League,ST,69
Anthony Limbombe,NEC | None,LW,69
Kevin Kraus,Heidenheim | 2. Bundesliga,CB,69
Bruno Martella,Crotone | Serie B,LB,69
Jakub Sylvestr,1. FC Nuremberg | 2. Bundesliga,ST,69
Dmitriy Poloz,FC Rostov | Russian League,LW,69
Sebastian Lletget,LA Galaxy | MLS,LM,69
Denys Kulakov,FC Ural | Russian League,RM,69
Fernández,Real Oviedo | None,RB,69
Thomas Kind Bendiksen,Tromsø IL | None,CM,69
Christian Gytkjær,FK Haugesund | Tippeligaen,ST,69
Jakob Ankersen,IFK Göteborg | Allsvenskan,RM,69
Manuel Torres,Karlsruher SC | 2. Bundesliga,RM,69
Maxime Colin,Brentford | FL Championship,RB,69
Nick Powell,Manchester Utd | Barclays PL,CAM,69
Dominik Kaiser,RB Leipzig | 2. Bundesliga,CM,69
Franco Signorelli,Empoli | Serie A,CM,69
Charis Mavrias,Sunderland | Barclays PL,RM,69
Alhassan Wakaso,Rio Ave FC | Primeira Liga,CDM,69
James Forrest,Celtic | Scottish Prem,CAM,69
Kang Soo Il,Jeju United FC | K LEAGUE,RW,69
Michał Żyro,Legia Warszawa | Ekstraklasa,RM,69
Mohamed Bangura,AIK Fotboll | Allsvenskan,ST,69
Mitchell te Vrede,sc Heerenveen | Eredivisie,ST,69
Nicolas Höfler,SC Freiburg | Bundesliga,CDM,69
Pedro Moreira,Rio Ave FC | Primeira Liga,CM,69
Zakarya Bergdich,Charlton Ath | FL Championship,LM,69
Fran Vélez,UD Almería | Liga BBVA,CB,69
Federico Vismara,Huracán | None,CDM,69
Ivica Vrdoljak,Legia Warszawa | Ekstraklasa,CDM,69
Ezequiel Cirigliano,FC Dallas | MLS,CDM,69
Franco Arizala,Atlas | LIGA Bancomer MX,ST,69
Maikel Kieftenbeld,Birmingham City | FL Championship,CDM,69
Tobias Kempe,Darmstadt | 2. Bundesliga,RM,69
Samil Cinaz,Bursaspor | Süper Lig,CB,69
Abdoulaye Bamba,Dijon FCO | Ligue 2,RB,69
Ermir Lenjani,FC Nantes | Ligue 1,LB,69
Amir Abrashi,SC Freiburg | Bundesliga,CDM,69
Yun Young Sun,Seongnam FC | K LEAGUE,CB,69
Luke Brattan,Brisbane Roar | A-League,CDM,69
Bennard Kumordzi,KRC Genk | Pro League,CM,69
Grant Hanley,Blackburn Rvrs | FL Championship,CB,69
Mandi,Sporting Gijón | Liga Adelante,CB,69
Borja Gómez,Real Oviedo | None,CB,69
Nadir Çiftçi,Celtic | Scottish Prem,ST,69
Jorge Zárate,Atlas | LIGA Bancomer MX,LM,69
Greg Garza,Atlas | LIGA Bancomer MX,LB,69
Carlos Ruiz,CD Tenerife | Liga Adelante,CB,69
Paulus Arajuuri,Lech Poznań | Ekstraklasa,CB,69
Mads Hvilsom,Braunschweig | 2. Bundesliga,LM,69
Mathias Autret,RC Lens | Ligue 1,LW,69
Mateos,Orlando City | MLS,CB,69
Mark van der Maarel,FC Utrecht | Eredivisie,CB,69
Stefan Šćepović,Celtic | Scottish Prem,ST,69
Justin Morrow,Toronto FC | MLS,LB,69
Ivan Paurević,FC Ufa | Russian League,CDM,69
Jason Davidson,Huddersfield | FL Championship,LB,69
Zach Loyd,FC Dallas | MLS,CB,69
Enzo Réale,FC Lorient | Ligue 1,CM,69
Tony Tchani,Columbus Crew | MLS,CDM,69
Iñigo Pérez,CD Numancia | Liga Adelante,CM,69
Miquel,SD Ponferradina | Liga Adelante,CB,69
Jhasmani Campos,NG - FA | Free Agents League,CAM,69
José Manuel Velázquez,FC Arouca | Primeira Liga,CB,69
Alejandro Guerra,Atl. Nacional | Liga Postobón,CM,69
Marlon Fernández,Deportivo Pasto | Liga Postobón,RM,69
Michael Eneramo,Sivasspor | Süper Lig,ST,69
Marco Davide Faraoni,Udinese | Serie A,RM,69
Atila Turan,Stade Reims | Ligue 1,LB,69
Danny Batth,Wolves | FL Championship,CB,69
Kaan Kanak,Eskişehirspor | Süper Lig,LB,69
Stefan Ilsanker,RB Leipzig | 2. Bundesliga,CDM,69
Kheireddine Zarabi,União da Madeira | None,CB,69
Laguardia,Deport. Alavés | Liga Adelante,CB,69
Fredrik Ulvestad,Burnley | Barclays PL,CM,69
Jeff Stans,Excelsior | Eredivisie,CAM,69
Kelvin Leerdam,Vitesse | Eredivisie,CM,69
Beram Kayal,Brighton | FL Championship,CM,69
André Santos,FC Metz | Ligue 1,CM,69
Morcillo,UD Almería | Liga BBVA,CB,69
Ashley Richards,Fulham | FL Championship,RB,69
Thomas Schrammel,SK Rapid Wien | A. Bundesliga,LB,69
Lamar Neagle,Sounders FC | MLS,LM,69
Roderick,Rio Ave FC | Primeira Liga,CB,69
Emidio Rafael,Académica | Primeira Liga,LB,69
Livio Nabab,AJ Auxerre | Ligue 2,ST,69
Erbín Trejo,Toluca | LIGA Bancomer MX,CAM,69
Fabian Klos,Arminia Bielefeld | None,ST,69
Rúper,CD Mirandés | Liga Adelante,CDM,69
Dany Nounkeu,Bursaspor | Süper Lig,CB,69
Tim Heubach,1. FC K&#39;lautern | 2. Bundesliga,CB,69
Maxime Barthelmé,FC Lorient | Ligue 1,LM,69
Héctor Rodas,Córdoba CF | Liga BBVA,CB,69
Gary Kagelmacher,1860 Munich | 2. Bundesliga,RB,69
Hernán Bernardello,Newell&#39;s | Primera División,CM,69
Luke Garbutt,Fulham | FL Championship,LB,69
Samuel Inkoom,Boavista | Primeira Liga,RB,69
Adrian Stoian,Crotone | Serie B,LW,69
Marco D&#39;Alessandro,Atalanta | Serie A,RM,69
Néstor Araujo,Santos Laguna | LIGA Bancomer MX,CB,69
Valon Berisha,RB Salzburg | A. Bundesliga,LM,69
Diego Arismendi,Al-Shabab | ALJ League,CM,69
Chikashi Masuda,Ulsan Hyundai | K LEAGUE,CM,69
Ahmed Al Fraidi,Al-Nassr | ALJ League,CAM,69
Marcel Gaus,1. FC K&#39;lautern | 2. Bundesliga,LM,69
Morgan Gould,Kaizer Chiefs | South African FL,CB,69
Samba Sow,Kayserispor | None,CDM,69
A.J. DeLaGarza,LA Galaxy | MLS,CB,69
Stefan Strandberg,FC Krasnodar | Russian League,CB,69
Marco Terrazzino,VfL Bochum | 2. Bundesliga,LM,69
Pedro Quiñonez,NG - FA | Free Agents League,CDM,69
Karim Laribi,Sassuolo | Serie A,CAM,69
Björn Bergmann Sigurðarson,Wolves | FL Championship,ST,69
Fredrik Semb Berge,Molde FK | Tippeligaen,CB,69
Palmeira,Belenenses | Primeira Liga,RB,69
Chris Tierney,New England | MLS,LB,69
Nzuzi Toko,Eskişehirspor | Süper Lig,CM,69
Dalibor Veselinović,KV Mechelen | Pro League,ST,69
Yannis Salibur,EA Guingamp | Ligue 1,LW,69
Vito Wormgoor,ADO Den Haag | Eredivisie,CB,69
Lorenzo Del Prete,Perugia | Serie B,RB,69
William Alves,Vitória FC | Primeira Liga,CB,69
Martyn Woolford,Sheffield Utd | Football League,LM,69
Aleksandar Prijović,Legia Warszawa | Ekstraklasa,ST,69
Erik Falkenburg,Willem II | Eredivisie,CAM,69
Alcalá,UE Llagostera | Liga Adelante,CB,69
Sezer Badur,Antalyaspor | None,CDM,69
Bengali-Fodé Koïta,Blackburn Rvrs | FL Championship,RW,69
Bartosz Salamon,Sampdoria | Serie A,CB,69
Mirko Boland,Braunschweig | 2. Bundesliga,CDM,69
Jaime Romero,Real Zaragoza | Liga Adelante,LM,69
Liam Cooper,Leeds United | FL Championship,CB,69
Amine Chermiti,FC Zürich | Raiffeisen SL,ST,69
Rasmus Jönsson,Aalborg BK | Superliga,ST,69
Florian Jungwirth,Darmstadt | 2. Bundesliga,CDM,69
Ryan Jack,Aberdeen | Scottish Prem,CDM,69
López Silva,Córdoba CF | Liga BBVA,LM,69
Gaëtan Belaud,Stade Brest | Ligue 2,RB,69
Emilio Sanchez,UE Llagostera | Liga Adelante,CM,69
Luke DeVere,Brisbane Roar | A-League,CB,69
Aaron Meijers,ADO Den Haag | Eredivisie,LB,69
Mehdi Abeid,Panathinaikos | Hellas Liga,CM,69
Sebastián Roco,Uni. Concepción | Camp. Scotiabank,CB,69
Antonio Zito,Avellino | Serie B,LM,69
Vincent Rüfli,FC Sion | Raiffeisen SL,RB,69
Dries Wuytens,Willem II | Eredivisie,CB,69
Álvaro Fernández,G. La Plata | Primera División,CM,69
Stijn Wuytens,Willem II | Eredivisie,CM,69
Steeven Joseph-Monrose,Stade Brest | Ligue 2,LM,69
Pierrick Valdivia,RC Lens | Ligue 1,CM,69
Abdoul Karim Yoda,Getafe CF | Liga BBVA,RM,69
Leon Balogun,1. FSV Mainz 05 | Bundesliga,RB,69
George Friend,Middlesbrough | FL Championship,LB,69
Frédéric Sammaritano,Dijon FCO | Ligue 2,CAM,69
Marcus Olsson,Blackburn Rvrs | FL Championship,LB,69
Rens van Eijden,NEC | None,CB,69
Hugo Rodríguez,Pachuca | LIGA Bancomer MX,CB,69
Seo Jung Jin,Suwon Bluewings | K LEAGUE,RM,69
Luis Fuentes,U.N.A.M. | LIGA Bancomer MX,LB,69
Freddie Sears,Ipswich Town | FL Championship,ST,69
Wilfried Moimbé,FC Nantes | Ligue 1,LB,69
Sean Morrison,Cardiff City | FL Championship,CB,69
James Holland,MSV Duisburg | None,CDM,69
Shea Salinas,SJ Earthquakes | MLS,LM,69
Tamás Kádár,Lech Poznań | Ekstraklasa,CB,69
Elliott Bennett,Norwich City | FL Championship,RM,69
Chance Myers,Sporting KC | MLS,RB,69
Tony Beltran,Real Salt Lake | MLS,RB,69
Christian Bekamenga,RC Lens | Ligue 1,ST,69
Anton Putsila,Gaziantepspor | Süper Lig,CAM,69
Tim Breukers,Heracles Almelo | Eredivisie,RB,69
Walid Atta,Gençlerbirliği | Süper Lig,CB,69
Kyle Bartley,Swansea City | Barclays PL,CB,69
Matty James,Leicester City | Barclays PL,CM,69
Corry Evans,Blackburn Rvrs | FL Championship,CDM,69
Joshua King,Bournemouth | FL Championship,LM,69
Massimo Volta,Perugia | Serie B,CB,69
Cristián Chávez,Sarandí | Primera División,CAM,69
Flavio Santos,Puebla | LIGA Bancomer MX,RM,69
Stef Nijland,PEC Zwolle | Eredivisie,ST,69
Alan Judge,Brentford | FL Championship,CAM,69
Song Jin Hyung,Jeju United FC | K LEAGUE,CAM,69
Lee Sang Hup,Seongnam FC | K LEAGUE,ST,69
Gabriele Perico,Cesena | Serie A,RB,69
Raffaele Bianco,Carpi | Serie B,CM,69
Murat Ceylan,Mersin | Süper Lig,CDM,69
Chris Basham,Sheffield Utd | Football League,CB,69
Gianni Bruno,Evian Thonon FC | Ligue 1,ST,69
Sandro Wagner,Darmstadt | 2. Bundesliga,ST,69
Norman Theuerkauf,Heidenheim | 2. Bundesliga,CDM,69
Matteo Rubin,Modena | Serie B,LB,69
Chukwuma Akabueze,ODD | Tippeligaen,LW,69
Seb Hines,Orlando City | MLS,CB,69
Heinrich Schmidtgal,FSV Frankfurt | 2. Bundesliga,LB,69
Rabiola,Académica | Primeira Liga,ST,69
Mark Beevers,Millwall | FL Championship,CB,69
Kosta Barbarouses,Melb. Victory | A-League,RM,69
Konstantin Vassiljev,Jagiellonia | Ekstraklasa,CM,69
Luis Miguel Noriega,Querétaro | LIGA Bancomer MX,CM,69
Djamel Bakar,Montpellier HSC | Ligue 1,ST,69
Shaun Williams,Millwall | FL Championship,CDM,69
Nathan Burns,NG - FA | Free Agents League,ST,69
Damien Marcq,Sp. Charleroi | Pro League,CDM,69
Kebba Ceesay,Lech Poznań | Ekstraklasa,RB,69
Aleksandrs Cauņa,CSKA Moskva | Russian League,CM,69
Tarek Elrich,Adelaide United | A-League,LB,69
Ahmed Ateef,Al-Shabab | ALJ League,CDM,69
Brecht Capon,KV Oostende | Pro League,RB,69
Brad Evans,Sounders FC | MLS,CB,69
Rodolfo Salinas,Atlas | LIGA Bancomer MX,CM,69
David Cabrera,U.N.A.M. | LIGA Bancomer MX,CM,69
Edgar Gerardo Lugo,Tigres | LIGA Bancomer MX,RM,69
Søren Rieks,IFK Göteborg | Allsvenskan,LM,69
Veselin Minev,NG - FA | Free Agents League,LB,69
Daniel Ciofani,Frosinone | Serie B,ST,69
Cesare Gianf. Rickler Del Mare,Bologna | Serie B,CB,69
Thomas Mangani,Angers SCO | Ligue 2,CDM,69
Yoni Buyens,KRC Genk | Pro League,CM,69
Diego Biseswar,Kayserispor | None,RM,69
Serdar Kesimal,Fenerbahçe SK | Süper Lig,CB,69
Mehmet Uslu,Konyaspor | Süper Lig,LB,69
Francesco Della Rocca,Palermo | Serie A,CM,69
Gabriel Obertan,Newcastle Utd | Barclays PL,RM,69
Dani,Vitória FC | Primeira Liga,CDM,69
Daniele Capelli,Cesena | Serie A,CB,69
Daniele Paponi,Latina | Serie B,ST,69
İbrahim Dağaşan,Kayserispor | None,CDM,69
Christian Pouga,Boavista | Primeira Liga,ST,69
William Paredes,112679 | LIGA Bancomer MX,LWB,69
Dimitar Rangelov,Konyaspor | Süper Lig,ST,69
Severo Meza,Monterrey | LIGA Bancomer MX,RB,69
René Martín Lima,Unión Española | Camp. Scotiabank,CM,69
Sebastián Pinto,Eskişehirspor | Süper Lig,ST,69
Luis Pedro Figueroa,Colo-Colo | Camp. Scotiabank,RW,69
Lukas Jutkiewicz,Burnley | Barclays PL,ST,69
Dudu Paraíba,Śląsk Wrocław | Ekstraklasa,LB,69
Leandrinho,Jeonnam Dragons | K LEAGUE,CAM,69
Kay Voser,Fulham | FL Championship,RB,69
Filipe Gonçalves,Moreirense FC | Primeira Liga,CM,69
Pablo Escobar,NG - FA | Free Agents League,CAM,69
Nebojša Pavlović,KV Kortrijk | Pro League,CDM,69
Hervé Kage,KV Kortrijk | Pro League,RM,69
Jørgen Horn,Strømsgodset IF | Tippeligaen,CB,69
Marek Sapara,Osmanl1spor | None,CM,69
Feng Xiaoting,NG - FA | Free Agents League,CB,69
David Goodwillie,Aberdeen | Scottish Prem,ST,69
Blas Pérez,FC Dallas | MLS,ST,69
Paul Caddis,Birmingham City | FL Championship,RB,69
Jason Pearce,Wigan Athletic | FL Championship,CB,69
Jonathan Vila,Real Oviedo | None,CB,69
Pablo Barrera,Monterrey | LIGA Bancomer MX,RM,69
Lionel Ainsworth,Motherwell | Scottish Prem,RM,69
Cristiano Del Grosso,Atalanta | Serie A,LB,69
Juan Ferreyra,Unión Española | Camp. Scotiabank,ST,69
Fabio Ceravolo,Terni | Serie B,ST,69
Mahamadou N&#39;Diaye,ES Troyes | Ligue 2,CB,69
Lewis Grabban,Norwich City | FL Championship,ST,69
Luis Manuel Seijas,Ind. Santa Fe | Liga Postobón,CM,69
Brian Hamalainen,KRC Genk | Pro League,LB,69
Pierre Kanstrup,SønderjyskE | Superliga,CB,69
Luigi Bruins,Excelsior | Eredivisie,CM,69
Martín Bravo,Dorados de Sinaloa | None,RW,69
Baptiste Martin,Clermont Foot | Ligue 2,CB,69
Linares,Real Oviedo | None,ST,69
Leobardo López,Veracruz | LIGA Bancomer MX,CB,69
Pitu,UE Llagostera | Liga Adelante,CM,69
Rogelio Chávez,Cruz Azul | LIGA Bancomer MX,RB,69
Jonathan Parr,Ipswich Town | FL Championship,LB,69
Yann Kermorgant,Bournemouth | FL Championship,ST,69
David Cotterill,Birmingham City | FL Championship,RM,69
Lewis McGugan,Sheffield Wed | FL Championship,CM,69
Shaun Cummings,Millwall | FL Championship,RB,69
Sam Hutchinson,Sheffield Wed | FL Championship,CDM,69
Lee Peltier,Cardiff City | FL Championship,RB,69
Joe Garner,Preston | Football League,ST,69
Francesco Valiani,Latina | Serie B,CM,69
Markus Suttner,FC Ingolstadt | 2. Bundesliga,LB,69
Michael Madl,SK Sturm Graz | A. Bundesliga,CB,69
Jordens Peters,Willem II | Eredivisie,CB,69
Omar Ramos,CD Leganés | Liga Adelante,LM,69
Damien Perrinelle,NY Red Bulls | MLS,CB,69
Emilio Nsue,Middlesbrough | FL Championship,RB,69
Mauro Cejas,Monarcas | LIGA Bancomer MX,CAM,69
Alexandru Gaţcan,FC Rostov | Russian League,CDM,69
Axel Bellinghausen,F. Düsseldorf | 2. Bundesliga,LM,69
Chris McCann,Wigan Athletic | FL Championship,CM,69
Rafał Murawski,Pogoń Szczecin | Ekstraklasa,CDM,69
Florian Marange,SC Bastia | Ligue 1,LB,69
Carlos Javier Acuña,RCD Mallorca | Liga Adelante,ST,69
Sebastian Madera,Jagiellonia | Ekstraklasa,CB,69
Luís Tinoco,Tondela | None,LB,69
Joel Lynch,Huddersfield | FL Championship,CB,69
Jeff Larentowicz,Chicago Fire | MLS,CB,69
Marcel de Jong,Sporting KC | MLS,LB,69
Tomasz Brzyski,Legia Warszawa | Ekstraklasa,LB,69
Bakaye Traoré,Bursaspor | Süper Lig,CM,69
Grant Leadbitter,Middlesbrough | FL Championship,CDM,69
Jonny Hayes,Aberdeen | Scottish Prem,LM,69
Andrew Crofts,Brighton | FL Championship,CM,69
James Vaughan,Huddersfield | FL Championship,ST,69
Evaldo,Moreirense FC | Primeira Liga,LB,69
Luke Moore,Toronto FC | MLS,ST,69
Stijn De Smet,KV Kortrijk | Pro League,CAM,69
Ghislain Gimbert,Zulte-Waregem | Pro League,ST,69
Luke Chambers,Ipswich Town | FL Championship,RB,69
Markus Berger,Tondela | None,CB,69
Marco Zambelli,Empoli | Serie A,RB,69
Gerardo Rodríguez,Toluca | LIGA Bancomer MX,LB,69
Gianni Munari,Cagliari | Serie A,CM,69
Daniel Fox,Nott&#39;m Forest | FL Championship,LB,69
Jan Wuytens,AZ | Eredivisie,CB,69
Michael Parensen,Union Berlin | 2. Bundesliga,LB,69
Daniel Brückner,SC Paderborn | Bundesliga,LB,69
